serialno,rac1p,lanp,anc1p
2023HU1349971,6,1970.0,706
2023HU1349983,1,0.0,32
2023HU1350023,1,0.0,999
2023HU1350073,1,0.0,999
2023HU1350083,9,0.0,999
2023HU1350133,9,0.0,50
2023HU1350153,1,0.0,996
2023HU1350213,1,1200.0,210
2023HU1350213,1,1200.0,210
2023HU1350213,1,1200.0,210
2023HU1350248,1,0.0,50
2023HU1350253,1,0.0,999
2023HU1350289,9,0.0,999
2023HU1350328,1,0.0,996
2023HU1350362,1,0.0,22
2023HU1350385,1,0.0,51
2023HU1350385,2,0.0,902
2023HU1350417,9,1200.0,200
2023HU1350422,1,0.0,22
2023HU1350427,1,0.0,996
2023HU1350427,1,0.0,999
2023HU1350439,1,0.0,195
2023HU1350479,1,0.0,999
2023HU1350570,1,1200.0,210
2023HU1350570,8,1200.0,261
2023HU1350589,9,1200.0,999
2023HU1350589,1,0.0,924
2023HU1350593,2,0.0,599
2023HU1350593,2,0.0,996
2023HU1350593,2,0.0,902
2023HU1350599,2,0.0,999
2023HU1350599,2,0.0,999
2023HU1350646,1,0.0,924
2023HU1350647,1,0.0,999
2023HU1350738,1,0.0,935
2023HU1350749,9,1200.0,210
2023HU1350763,1,0.0,32
2023HU1350763,2,0.0,999
2023HU1350805,2,0.0,902
2023HU1350814,1,0.0,50
2023HU1350847,1,0.0,996
2023HU1350852,9,1200.0,211
2023HU1350884,2,0.0,902
2023HU1350896,1,0.0,22
2023HU1350896,1,0.0,22
2023HU1350946,8,1200.0,210
2023HU1351016,8,1200.0,210
2023HU1351056,1,0.0,50
2023HU1351092,1,0.0,32
2023HU1351092,1,1200.0,32
2023HU1351160,9,0.0,999
2023HU1351169,1,0.0,50
2023HU1351174,1,0.0,22
2023HU1351187,1,0.0,999
2023HU1351239,1,0.0,50
2023HU1351243,1,0.0,924
2023HU1351250,1,0.0,21
2023HU1351250,8,0.0,210
2023HU1351269,9,1200.0,211
2023HU1351293,1,0.0,50
2023HU1351330,9,0.0,50
2023HU1351332,1,0.0,939
2023HU1351383,1,0.0,22
2023HU1351383,9,0.0,32
2023HU1351396,2,0.0,902
2023HU1351396,1,0.0,50
2023HU1351424,1,0.0,50
2023HU1351424,1,0.0,50
2023HU1351438,3,0.0,32
2023HU1351438,3,0.0,32
2023HU1351438,3,0.0,32
2023HU1351546,1,0.0,999
2023HU1351546,1,0.0,999
2023HU1351554,1,0.0,920
2023HU1351554,2,0.0,920
2023HU1351561,1,0.0,51
2023HU1351561,1,0.0,51
2023HU1351588,1,0.0,89
2023HU1351588,1,0.0,999
2023HU1351591,1,0.0,22
2023HU1351591,1,0.0,996
2023HU1351591,1,0.0,996
2023HU1351599,9,0.0,924
2023HU1351602,1,0.0,21
2023HU1351626,1,0.0,22
2023HU1351626,9,0.0,999
2023HU1351632,1,0.0,32
2023HU1351662,1,0.0,999
2023HU1351662,1,0.0,999
2023HU1351662,1,0.0,999
2023HU1351679,1,0.0,187
2023HU1351682,9,1200.0,210
2023HU1351696,1,0.0,22
2023HU1351716,2,0.0,902
2023HU1351726,9,0.0,32
2023HU1351735,9,1200.0,210
2023HU1351739,1,0.0,924
2023HU1351739,1,0.0,924
2023HU1351744,1,0.0,999
2023HU1351746,1,0.0,50
2023HU1351747,1,1110.0,924
2023HU1351777,1,0.0,82
2023HU1351777,1,0.0,939
2023HU1351779,1,1200.0,210
2023HU1351779,1,1200.0,226
2023HU1351810,9,1200.0,290
2023HU1351851,1,0.0,983
2023HU1351901,1,0.0,22
2023HU1351901,1,0.0,148
2023HU1351901,1,0.0,148
2023HU1351904,9,0.0,996
2023HU1351920,3,0.0,919
2023HU1351934,9,1200.0,210
2023HU1351970,1,0.0,32
2023HU1352000,1,0.0,996
2023HU1352008,1,0.0,999
2023HU1352013,1,0.0,50
2023HU1352077,9,1200.0,210
2023HU1352081,1,0.0,89
2023HU1352095,6,1970.0,706
2023HU1352116,1,1200.0,211
2023HU1352116,1,1200.0,211
2023HU1352129,1,0.0,32
2023HU1352143,1,0.0,999
2023HU1352145,1,0.0,22
2023HU1352203,1,0.0,939
2023HU1352232,2,0.0,902
2023HU1352233,1,0.0,32
2023HU1352251,1,1200.0,210
2023HU1352269,1,0.0,32
2023HU1352272,8,0.0,210
2023HU1352272,1,0.0,937
2023HU1352272,1,0.0,924
2023HU1352330,1,0.0,22
2023HU1352344,1,0.0,22
2023HU1352344,1,0.0,22
2023HU1352424,9,1200.0,290
2023HU1352424,9,1200.0,290
2023HU1352437,8,1200.0,210
2023HU1352458,1,0.0,939
2023HU1352466,1,1200.0,939
2023HU1352466,1,1200.0,939
2023HU1352528,2,0.0,902
2023HU1352528,2,0.0,902
2023HU1352534,1,0.0,22
2023HU1352534,1,0.0,22
2023HU1352536,1,0.0,32
2023HU1352540,8,0.0,210
2023HU1352540,8,1200.0,210
2023HU1352540,8,1200.0,210
2023HU1352579,1,0.0,939
2023HU1352613,9,1200.0,210
2023HU1352696,9,1200.0,291
2023HU1352697,1,0.0,999
2023HU1352697,1,0.0,999
2023HU1352762,1,0.0,195
2023HU1352762,1,0.0,195
2023HU1352781,8,1200.0,290
2023HU1352781,8,1200.0,290
2023HU1352781,8,1200.0,290
2023HU1352911,1,0.0,22
2023HU1352911,1,0.0,144
2023HU1352918,9,1200.0,999
2023HU1352918,9,1200.0,999
2023HU1352918,9,0.0,999
2023HU1352970,1,1200.0,200
2023HU1353022,1,0.0,22
2023HU1353074,1,0.0,32
2023HU1353105,2,6300.0,553
2023HU1353105,2,6300.0,553
2023HU1353123,2,0.0,902
2023HU1353134,2,0.0,902
2023HU1353134,2,0.0,902
2023HU1353134,2,0.0,902
2023HU1353137,1,0.0,939
2023HU1353148,1,0.0,50
2023HU1353153,1,0.0,50
2023HU1353172,1,0.0,50
2023HU1353185,1,0.0,22
2023HU1353185,1,0.0,22
2023HU1353207,1,0.0,999
2023HU1353207,1,1200.0,999
2023HU1353230,1,0.0,996
2023HU1353242,9,0.0,740
2023HU1353286,1,0.0,22
2023HU1353286,1,0.0,999
2023HU1353352,8,0.0,999
2023HU1353352,5,0.0,999
2023HU1353404,1,0.0,22
2023HU1353404,1,0.0,22
2023HU1353404,1,0.0,22
2023HU1353423,1,1200.0,210
2023HU1353423,1,1200.0,210
2023HU1353474,1,0.0,22
2023HU1353474,1,0.0,22
2023HU1353503,8,0.0,290
2023HU1353524,1,0.0,50
2023HU1353560,1,0.0,939
2023HU1353561,9,0.0,999
2023HU1353562,9,1200.0,999
2023HU1353562,9,1200.0,215
2023HU1353562,9,0.0,999
2023HU1353562,9,0.0,999
2023HU1353603,1,0.0,22
2023HU1353622,1,0.0,999
2023HU1353628,1,0.0,22
2023HU1353665,1,0.0,50
2023HU1353666,1,0.0,142
2023HU1353685,1,0.0,51
2023HU1353687,2,0.0,902
2023HU1353691,8,1200.0,211
2023HU1353706,2,0.0,902
2023HU1353742,6,1730.0,615
2023HU1353781,1,0.0,996
2023HU1353781,1,0.0,924
2023HU1353781,1,0.0,996
2023HU1353787,6,1350.0,615
2023HU1353787,6,1350.0,615
2023HU1353787,6,1350.0,615
2023HU1353794,1,0.0,195
2023HU1353812,9,1200.0,226
2023HU1353812,9,1200.0,226
2023HU1353812,9,1200.0,226
2023HU1353828,9,1200.0,200
2023HU1353915,1,0.0,22
2023HU1353930,1,0.0,50
2023HU1353930,9,0.0,924
2023HU1353934,9,1200.0,211
2023HU1353934,9,1200.0,211
2023HU1354000,8,1200.0,210
2023HU1354014,2,0.0,999
2023HU1354014,2,0.0,999
2023HU1354020,2,0.0,999
2023HU1354085,1,0.0,8
2023HU1354138,1,0.0,32
2023HU1354153,9,1200.0,210
2023HU1354153,9,1200.0,210
2023HU1354153,9,1200.0,210
2023HU1354172,9,1200.0,210
2023HU1354182,9,1200.0,210
2023HU1354240,1,0.0,291
2023HU1354240,1,0.0,51
2023HU1354240,1,0.0,924
2023HU1354243,1,0.0,996
2023HU1354261,1,0.0,996
2023HU1354275,1,0.0,999
2023HU1354286,1,0.0,50
2023HU1354288,1,0.0,50
2023HU1354294,1,0.0,22
2023HU1354302,1,0.0,999
2023HU1354302,1,0.0,210
2023HU1354303,1,0.0,999
2023HU1354303,1,0.0,999
2023HU1354318,1,0.0,50
2023HU1354318,1,0.0,32
2023HU1354328,1,0.0,32
2023HU1354344,1,0.0,32
2023HU1354344,1,0.0,999
2023HU1354344,1,0.0,32
2023HU1354449,2,0.0,902
2023HU1354550,1,1970.0,999
2023HU1354552,1,0.0,32
2023HU1354555,8,1200.0,210
2023HU1354555,8,0.0,210
2023HU1354555,8,1200.0,210
2023HU1354564,1,0.0,22
2023HU1354564,1,0.0,998
2023HU1354587,1,0.0,22
2023HU1354642,9,1200.0,290
2023HU1354642,9,1200.0,999
2023HU1354675,1,0.0,32
2023HU1354675,1,0.0,32
2023HU1354708,1,1200.0,51
2023HU1354717,9,1200.0,211
2023HU1354717,9,0.0,999
2023HU1354717,9,0.0,999
2023HU1354750,9,1200.0,290
2023HU1354752,1,0.0,22
2023HU1354773,2,0.0,996
2023HU1354781,9,1200.0,210
2023HU1354781,9,1200.0,210
2023HU1354791,9,0.0,210
2023HU1354801,1,0.0,935
2023HU1354801,1,0.0,999
2023HU1354813,1,1200.0,996
2023HU1354815,2,0.0,996
2023HU1354828,1,1200.0,211
2023HU1354837,1,0.0,24
2023HU1354837,1,0.0,22
2023HU1354859,9,0.0,210
2023HU1354896,1,0.0,32
2023HU1354954,1,0.0,939
2023HU1354960,6,0.0,924
2023HU1354960,6,0.0,94
2023HU1354960,6,0.0,999
2023HU1354960,6,0.0,999
2023HU1354996,1,0.0,999
2023HU1355008,1,1200.0,32
2023HU1355008,1,1200.0,32
2023HU1355012,1,0.0,50
2023HU1355029,1,0.0,51
2023HU1355036,9,0.0,210
2023HU1355038,1,0.0,999
2023HU1355038,1,0.0,999
2023HU1355038,1,1110.0,50
2023HU1355038,1,0.0,999
2023HU1355062,9,1200.0,223
2023HU1355062,9,1200.0,223
2023HU1355062,1,1200.0,32
2023HU1355066,9,1200.0,210
2023HU1355066,9,0.0,87
2023HU1355084,1,0.0,22
2023HU1355161,6,2575.0,750
2023HU1355180,2,0.0,902
2023HU1355180,2,0.0,902
2023HU1355230,9,0.0,218
2023HU1355230,9,1200.0,999
2023HU1355233,9,0.0,924
2023HU1355261,1,0.0,939
2023HU1355315,1,0.0,22
2023HU1355376,1,0.0,425
2023HU1355376,1,0.0,50
2023HU1355429,9,1200.0,211
2023HU1355485,1,1200.0,999
2023HU1355533,1,0.0,996
2023HU1355539,9,0.0,26
2023HU1355556,1,0.0,32
2023HU1355572,1,0.0,50
2023HU1355580,1,1132.0,32
2023HU1355587,9,0.0,210
2023HU1355587,1,0.0,999
2023HU1355592,8,1200.0,210
2023HU1355598,8,1200.0,999
2023HU1355621,1,0.0,50
2023HU1355621,1,0.0,50
2023HU1355632,1,1200.0,210
2023HU1355636,9,1200.0,210
2023HU1355636,8,1200.0,210
2023HU1355643,1,0.0,924
2023HU1355643,1,0.0,924
2023HU1355658,1,0.0,32
2023HU1355681,1,0.0,983
2023HU1355698,7,0.0,814
2023HU1355698,1,0.0,999
2023HU1355704,1,0.0,32
2023HU1355707,1,0.0,50
2023HU1355747,9,1200.0,223
2023HU1355753,9,0.0,211
2023HU1355753,9,1200.0,210
2023HU1355758,1,0.0,88
2023HU1355758,1,0.0,88
2023HU1355765,2,0.0,903
2023HU1355794,1,0.0,32
2023HU1355810,1,0.0,195
2023HU1355810,1,0.0,195
2023HU1355821,9,0.0,261
2023HU1355821,9,0.0,261
2023HU1355821,9,0.0,210
2023HU1355838,1,0.0,999
2023HU1355838,1,0.0,996
2023HU1355850,1,0.0,999
2023HU1355894,1,0.0,32
2023HU1355921,1,0.0,924
2023HU1355921,1,0.0,924
2023HU1355927,2,0.0,999
2023HU1355938,2,0.0,902
2023HU1355947,9,0.0,902
2023HU1355964,8,1200.0,210
2023HU1355982,1,1200.0,210
2023HU1355982,1,1200.0,210
2023HU1356078,9,1200.0,999
2023HU1356078,9,1200.0,999
2023HU1356084,1,0.0,114
2023HU1356098,9,0.0,291
2023HU1356102,9,0.0,931
2023HU1356102,9,0.0,210
2023HU1356108,8,1200.0,999
2023HU1356126,1,0.0,88
2023HU1356137,1,0.0,999
2023HU1356148,1,0.0,97
2023HU1356148,1,0.0,999
2023HU1356172,1,0.0,50
2023HU1356172,9,1200.0,210
2023HU1356182,1,0.0,999
2023HU1356182,1,0.0,999
2023HU1356185,9,0.0,210
2023HU1356192,1,0.0,94
2023HU1356226,1,1200.0,211
2023HU1356251,1,0.0,32
2023HU1356317,1,0.0,465
2023HU1356317,1,0.0,32
2023HU1356326,1,0.0,939
2023HU1356372,1,0.0,996
2023HU1356372,1,0.0,939
2023HU1356385,6,1500.0,940
2023HU1356385,6,1500.0,919
2023HU1356385,6,1500.0,609
2023HU1356418,1,0.0,210
2023HU1356438,1,0.0,919
2023HU1356463,6,2920.0,999
2023HU1356467,1,0.0,87
2023HU1356470,1,0.0,939
2023HU1356479,2,0.0,902
2023HU1356514,2,0.0,902
2023HU1356522,8,1200.0,290
2023HU1356607,1,0.0,32
2023HU1356802,8,1200.0,231
2023HU1356809,1,0.0,32
2023HU1356811,1,0.0,32
2023HU1356820,1,0.0,999
2023HU1356820,1,0.0,999
2023HU1356863,1,0.0,996
2023HU1356863,1,0.0,996
2023HU1356903,1,0.0,939
2023HU1357008,1,0.0,939
2023HU1357022,1,0.0,939
2023HU1357065,1,0.0,999
2023HU1357083,1,0.0,999
2023HU1357093,1,0.0,51
2023HU1357093,1,0.0,51
2023HU1357093,1,0.0,51
2023HU1357128,9,1200.0,234
2023HU1357138,2,1200.0,902
2023HU1357157,1,0.0,22
2023HU1357157,1,0.0,22
2023HU1357160,1,0.0,51
2023HU1357175,1,0.0,939
2023HU1357182,9,0.0,26
2023HU1357217,2,0.0,902
2023HU1357236,2,0.0,902
2023HU1357270,1,0.0,999
2023HU1357270,1,0.0,999
2023HU1357281,9,0.0,290
2023HU1357281,9,1200.0,290
2023HU1357342,1,0.0,32
2023HU1357347,2,0.0,902
2023HU1357376,9,1200.0,210
2023HU1357416,9,1200.0,200
2023HU1357441,1,1200.0,210
2023HU1357441,1,1200.0,210
2023HU1357482,1,0.0,50
2023HU1357482,9,0.0,50
2023HU1357500,1,0.0,924
2023HU1357513,9,0.0,730
2023HU1357524,1,0.0,22
2023HU1357528,8,1200.0,210
2023HU1357528,8,1200.0,210
2023HU1357541,1,0.0,996
2023HU1357545,8,1200.0,996
2023HU1357615,9,0.0,995
2023HU1357659,6,1730.0,615
2023HU1357659,6,1730.0,615
2023HU1357684,9,1200.0,222
2023HU1357722,1,0.0,210
2023HU1357736,2,0.0,902
2023HU1357762,9,1200.0,223
2023HU1357762,9,1200.0,223
2023HU1357772,1,0.0,996
2023HU1357795,9,0.0,210
2023HU1357800,6,1360.0,615
2023HU1357800,6,1360.0,615
2023HU1357824,6,2560.0,740
2023HU1357839,8,1200.0,290
2023HU1357839,8,1200.0,210
2023HU1357862,1,0.0,32
2023HU1357876,1,4500.0,402
2023HU1357876,1,4500.0,402
2023HU1357879,1,0.0,999
2023HU1357944,9,1200.0,212
2023HU1357944,9,1200.0,210
2023HU1357944,9,1200.0,211
2023HU1357974,9,1200.0,999
2023HU1357974,9,1200.0,999
2023HU1357975,9,0.0,924
2023HU1357977,2,0.0,902
2023HU1358018,8,1200.0,237
2023HU1358027,8,0.0,211
2023HU1358066,9,0.0,211
2023HU1358066,9,0.0,211
2023HU1358068,1,0.0,32
2023HU1358095,1,0.0,51
2023HU1358181,1,1200.0,210
2023HU1358181,1,1200.0,210
2023HU1358254,1,0.0,924
2023HU1358254,1,0.0,924
2023HU1358261,9,0.0,200
2023HU1358264,1,0.0,210
2023HU1358264,1,1200.0,210
2023HU1358273,1,0.0,87
2023HU1358289,2,0.0,903
2023HU1358307,9,1200.0,291
2023HU1358307,9,0.0,999
2023HU1358307,9,1200.0,999
2023HU1358307,9,1200.0,924
2023HU1358307,9,0.0,999
2023HU1358307,9,0.0,999
2023HU1358318,1,0.0,924
2023HU1358329,1,0.0,51
2023HU1358329,1,0.0,999
2023HU1358346,1,0.0,50
2023HU1358346,1,0.0,924
2023HU1358346,1,0.0,924
2023HU1358351,1,1200.0,51
2023HU1358372,2,0.0,902
2023HU1358372,2,0.0,902
2023HU1358384,1,0.0,939
2023HU1358384,1,0.0,939
2023HU1358435,1,0.0,924
2023HU1358461,2,0.0,902
2023HU1358469,1,0.0,210
2023HU1358469,1,0.0,210
2023HU1358475,1,0.0,999
2023HU1358475,1,0.0,999
2023HU1358527,1,0.0,416
2023HU1358537,9,1200.0,210
2023HU1358538,1,0.0,142
2023HU1358541,1,0.0,50
2023HU1358541,1,0.0,50
2023HU1358565,9,1200.0,210
2023HU1358567,9,1200.0,210
2023HU1358567,9,1200.0,210
2023HU1358568,9,0.0,939
2023HU1358593,1,0.0,999
2023HU1358600,1,0.0,999
2023HU1358600,1,0.0,999
2023HU1358603,2,0.0,999
2023HU1358603,2,0.0,999
2023HU1358609,1,0.0,999
2023HU1358612,9,0.0,32
2023HU1358612,9,0.0,720
2023HU1358657,1,0.0,999
2023HU1358657,1,0.0,999
2023HU1358668,2,0.0,903
2023HU1358708,1,0.0,999
2023HU1358744,1,0.0,200
2023HU1358744,9,0.0,290
2023HU1358826,1,0.0,111
2023HU1358844,9,1200.0,210
2023HU1358868,1,0.0,32
2023HU1358868,1,0.0,32
2023HU1358882,1,0.0,3
2023HU1358882,1,0.0,3
2023HU1358933,1,0.0,22
2023HU1358951,9,1200.0,211
2023HU1358993,6,0.0,999
2023HU1359011,1,0.0,999
2023HU1359040,1,0.0,22
2023HU1359040,1,0.0,22
2023HU1359040,1,0.0,88
2023HU1359045,3,0.0,924
2023HU1359047,2,0.0,902
2023HU1359047,2,0.0,999
2023HU1359047,2,0.0,999
2023HU1359069,1,0.0,32
2023HU1359069,9,0.0,924
2023HU1359073,1,0.0,50
2023HU1359139,1,0.0,22
2023HU1359143,1,0.0,32
2023HU1359154,1,0.0,999
2023HU1359154,9,0.0,999
2023HU1359154,1,0.0,999
2023HU1359154,1,0.0,999
2023HU1359163,1,0.0,999
2023HU1359163,1,1200.0,999
2023HU1359163,1,1200.0,999
2023HU1359181,1,0.0,50
2023HU1359189,1,0.0,999
2023HU1359189,1,0.0,999
2023HU1359189,1,0.0,999
2023HU1359189,1,0.0,999
2023HU1359228,1,0.0,50
2023HU1359228,9,0.0,50
2023HU1359234,1,0.0,939
2023HU1359244,9,1200.0,210
2023HU1359244,9,1200.0,210
2023HU1359245,1,0.0,996
2023HU1359273,1,0.0,183
2023HU1359289,1,0.0,22
2023HU1359289,1,0.0,22
2023HU1359290,6,0.0,999
2023HU1359337,1,0.0,999
2023HU1359337,1,0.0,999
2023HU1359362,9,1200.0,234
2023HU1359362,1,0.0,939
2023HU1359384,8,0.0,290
2023HU1359404,9,0.0,291
2023HU1359404,1,0.0,996
2023HU1359412,1,0.0,999
2023HU1359432,9,1200.0,210
2023HU1359432,9,1200.0,210
2023HU1359439,1,0.0,22
2023HU1359450,8,0.0,999
2023HU1359464,9,0.0,32
2023HU1359464,9,0.0,924
2023HU1359465,1,0.0,51
2023HU1359513,2,0.0,902
2023HU1359513,2,0.0,902
2023HU1359530,1,0.0,924
2023HU1359536,1,0.0,939
2023HU1359539,1,0.0,51
2023HU1359539,1,0.0,51
2023HU1359560,1,0.0,87
2023HU1359612,9,1200.0,210
2023HU1359629,8,1200.0,999
2023HU1359655,1,0.0,939
2023HU1359668,1,0.0,88
2023HU1359675,8,0.0,290
2023HU1359675,8,0.0,290
2023HU1359683,1,1200.0,32
2023HU1359683,9,0.0,210
2023HU1359684,1,0.0,999
2023HU1359702,9,0.0,999
2023HU1359715,9,1200.0,210
2023HU1359715,9,1200.0,210
2023HU1359736,1,0.0,26
2023HU1359736,1,0.0,88
2023HU1359781,2,0.0,999
2023HU1359781,2,0.0,999
2023HU1359781,2,0.0,999
2023HU1359786,2,0.0,553
2023HU1359808,1,1200.0,210
2023HU1359808,1,1200.0,210
2023HU1359808,1,1200.0,210
2023HU1359808,1,0.0,210
2023HU1359868,1,0.0,94
2023HU1359882,9,1200.0,210
2023HU1359882,9,1200.0,210
2023HU1359901,9,1200.0,210
2023HU1359937,1,1200.0,225
2023HU1359955,1,1200.0,210
2023HU1359983,9,1200.0,290
2023HU1359992,1,0.0,999
2023HU1360081,8,1200.0,210
2023HU1360100,2,0.0,999
2023HU1360100,2,0.0,999
2023HU1360135,9,0.0,902
2023HU1360135,2,0.0,902
2023HU1360187,9,1200.0,210
2023HU1360210,2,0.0,902
2023HU1360235,9,1200.0,50
2023HU1360251,1,0.0,50
2023HU1360272,1,0.0,32
2023HU1360272,1,0.0,32
2023HU1360284,9,1200.0,218
2023HU1360297,8,1200.0,290
2023HU1360302,1,0.0,142
2023HU1360326,9,1200.0,210
2023HU1360358,1,0.0,50
2023HU1360358,1,0.0,32
2023HU1360371,9,1200.0,210
2023HU1360403,2,0.0,902
2023HU1360403,2,0.0,902
2023HU1360409,2,0.0,902
2023HU1360442,1,0.0,51
2023HU1360466,6,1960.0,785
2023HU1360466,6,1960.0,785
2023HU1360480,1,0.0,32
2023HU1360482,8,1200.0,210
2023HU1360482,8,1200.0,210
2023HU1360488,1,0.0,190
2023HU1360515,2,0.0,999
2023HU1360534,8,1200.0,999
2023HU1360536,9,1200.0,210
2023HU1360536,9,1200.0,210
2023HU1360536,9,1200.0,210
2023HU1360594,1,0.0,22
2023HU1360640,1,1200.0,939
2023HU1360648,1,0.0,50
2023HU1360675,9,0.0,210
2023HU1360684,2,0.0,902
2023HU1360719,2,5150.0,534
2023HU1360719,2,5150.0,534
2023HU1360719,2,5150.0,534
2023HU1360719,2,0.0,534
2023HU1360740,1,0.0,999
2023HU1360740,1,0.0,999
2023HU1360745,1,0.0,918
2023HU1360752,1,0.0,999
2023HU1360762,2,0.0,999
2023HU1360762,2,0.0,999
2023HU1360770,9,1200.0,210
2023HU1360770,9,1200.0,212
2023HU1360804,1,0.0,32
2023HU1360822,6,1765.0,615
2023HU1360822,6,2575.0,999
2023HU1360822,6,1500.0,609
2023HU1360822,6,1360.0,680
2023HU1360834,9,0.0,82
2023HU1360840,1,0.0,88
2023HU1360840,1,0.0,939
2023HU1360845,9,1200.0,210
2023HU1360845,9,1200.0,210
2023HU1360845,9,1200.0,210
2023HU1360892,2,0.0,999
2023HU1360898,1,0.0,22
2023HU1360937,1,0.0,32
2023HU1360937,1,0.0,32
2023HU1360937,1,0.0,32
2023HU1360955,2,0.0,903
2023HU1360961,1,0.0,22
2023HU1361034,8,1200.0,210
2023HU1361045,3,1200.0,210
2023HU1361045,9,1200.0,210
2023HU1361045,9,1200.0,210
2023HU1361045,5,0.0,999
2023HU1361064,1,0.0,22
2023HU1361127,1,0.0,22
2023HU1361128,1,0.0,22
2023HU1361142,1,0.0,939
2023HU1361152,2,0.0,902
2023HU1361171,1,0.0,171
2023HU1361187,9,0.0,999
2023HU1361202,1,1200.0,998
2023HU1361249,1,0.0,996
2023HU1361271,2,0.0,902
2023HU1361276,2,0.0,996
2023HU1361317,9,1290.0,600
2023HU1361317,9,1290.0,600
2023HU1361318,9,1200.0,210
2023HU1361318,9,1200.0,210
2023HU1361326,1,0.0,999
2023HU1361328,1,0.0,50
2023HU1361332,8,1200.0,999
2023HU1361370,9,0.0,32
2023HU1361370,9,0.0,32
2023HU1361380,1,0.0,22
2023HU1361380,1,0.0,999
2023HU1361385,6,1960.0,785
2023HU1361387,1,0.0,999
2023HU1361387,1,0.0,999
2023HU1361431,1,0.0,32
2023HU1361445,1,0.0,32
2023HU1361481,1,0.0,22
2023HU1361482,1,0.0,84
2023HU1361482,1,0.0,939
2023HU1361489,1,0.0,22
2023HU1361532,1,0.0,32
2023HU1361544,2,0.0,903
2023HU1361546,1,0.0,999
2023HU1361554,1,0.0,924
2023HU1361567,1,0.0,22
2023HU1361568,1,0.0,26
2023HU1361568,1,0.0,999
2023HU1361568,1,0.0,999
2023HU1361568,1,0.0,999
2023HU1361584,1,0.0,114
2023HU1361597,1,0.0,999
2023HU1361599,9,0.0,261
2023HU1361600,2,0.0,902
2023HU1361688,1,0.0,87
2023HU1361706,1,0.0,999
2023HU1361706,1,0.0,999
2023HU1361706,1,0.0,999
2023HU1361729,9,1200.0,999
2023HU1361729,1,0.0,22
2023HU1361758,1,0.0,22
2023HU1361771,8,1200.0,939
2023HU1361792,1,1290.0,999
2023HU1361796,2,0.0,999
2023HU1361799,1,0.0,152
2023HU1361858,1,0.0,924
2023HU1361864,9,1200.0,210
2023HU1361879,6,1960.0,785
2023HU1361883,9,1200.0,210
2023HU1361901,1,0.0,88
2023HU1361919,1,0.0,999
2023HU1361919,1,0.0,999
2023HU1361922,2,0.0,599
2023HU1361926,1,0.0,935
2023HU1361996,9,1200.0,212
2023HU1362000,1,0.0,22
2023HU1362002,1,0.0,996
2023HU1362014,1,0.0,32
2023HU1362018,8,1200.0,290
2023HU1362018,8,1200.0,210
2023HU1362027,1,0.0,50
2023HU1362027,1,0.0,999
2023HU1362041,2,0.0,902
2023HU1362053,1,0.0,11
2023HU1362087,9,1200.0,290
2023HU1362103,1,0.0,999
2023HU1362111,1,1200.0,290
2023HU1362154,1,0.0,32
2023HU1362154,1,1200.0,210
2023HU1362155,1,0.0,46
2023HU1362168,9,1200.0,210
2023HU1362168,9,1200.0,210
2023HU1362171,1,0.0,999
2023HU1362174,2,0.0,902
2023HU1362181,1,0.0,996
2023HU1362181,1,1200.0,939
2023HU1362182,1,0.0,924
2023HU1362203,1,1200.0,91
2023HU1362233,1,0.0,22
2023HU1362244,9,0.0,32
2023HU1362244,5,1200.0,913
2023HU1362244,9,0.0,32
2023HU1362245,8,1200.0,999
2023HU1362277,1,0.0,195
2023HU1362277,1,0.0,999
2023HU1362277,1,0.0,999
2023HU1362277,1,0.0,999
2023HU1362277,1,0.0,999
2023HU1362277,1,1200.0,999
2023HU1362463,1,0.0,50
2023HU1362474,8,1200.0,999
2023HU1362495,2,0.0,999
2023HU1362495,2,0.0,999
2023HU1362498,1,0.0,999
2023HU1362498,1,0.0,924
2023HU1362498,1,0.0,924
2023HU1362507,1,0.0,939
2023HU1362533,9,1200.0,999
2023HU1362573,1,0.0,94
2023HU1362585,1,0.0,924
2023HU1362591,1,1170.0,26
2023HU1362597,2,0.0,902
2023HU1362597,2,0.0,902
2023HU1362609,9,1200.0,211
2023HU1362609,9,1200.0,211
2023HU1362625,1,0.0,195
2023HU1362633,1,0.0,924
2023HU1362633,1,0.0,924
2023HU1362641,1,0.0,51
2023HU1362666,9,0.0,210
2023HU1362675,9,1200.0,999
2023HU1362675,9,1200.0,999
2023HU1362685,2,0.0,999
2023HU1362752,1,0.0,924
2023HU1362752,1,0.0,924
2023HU1362883,1,0.0,22
2023HU1362883,1,0.0,50
2023HU1362928,1,0.0,924
2023HU1362983,1,1110.0,22
2023HU1363012,1,0.0,87
2023HU1363080,9,1200.0,22
2023HU1363107,2,2850.0,508
2023HU1363114,9,1200.0,211
2023HU1363144,1,0.0,939
2023HU1363160,2,0.0,599
2023HU1363165,2,0.0,999
2023HU1363165,2,1200.0,999
2023HU1363166,2,0.0,999
2023HU1363167,1,0.0,939
2023HU1363167,1,0.0,939
2023HU1363178,9,0.0,939
2023HU1363204,1,0.0,32
2023HU1363215,1,0.0,999
2023HU1363234,1,0.0,999
2023HU1363234,1,0.0,999
2023HU1363234,1,0.0,999
2023HU1363234,1,0.0,999
2023HU1363249,9,1200.0,210
2023HU1363249,9,1200.0,210
2023HU1363273,1,1200.0,999
2023HU1363287,9,0.0,210
2023HU1363337,1,0.0,88
2023HU1363337,1,0.0,999
